index,x,y,z
0,0.005587101,-0.054238796,0.06738329
1,0.06107688,-0.1880951,0.28930712
2,-0.025932312,-0.050321102,-0.043755054
3,-0.011623383,-0.15820599,0.25132704
4,-0.10510397,-0.17813778,0.07254076
5,0.1043663,-0.13971901,-0.07280302
6,-0.0030500889,-0.08169508,0.05142021
7,-0.027709484,-0.13919544,0.16458368
8,0.0017485619,-0.113313675,-0.11346531
9,-0.015335321,-0.13453436,0.12547493
10,0.062353373,-0.09435177,-0.056340218
11,-0.052012444,-0.06767559,-0.16884232
12,0.26630974,0.46837473,0.25057268
13,-8.350967,4.3177423,8.452342
14,-5.2373037,1.6897488,7.2676554
15,-0.67696816,-5.9712753,-0.58556885
16,0.27139986,-6.8124638,0.49056435
17,1.5912564,-4.4944477,-0.6772132
18,4.0250626,-5.1096296,-0.046488762
19,7.282416,-6.554659,-1.0908253
20,-4.997399,2.6151934,0.38038683
21,-6.6407814,7.8353252,2.7332563
22,-5.029406,6.2671223,2.586995
23,-5.0464177,4.6845236,3.5048356
24,-1.730717,-3.846737,-0.02966404
25,-0.570203,-6.948743,-1.135402
26,1.6361938,-4.0691442,0.38818514
