index,x,y,z
0,0.058582306,-0.004055023,-0.16427803
1,0.0077912807,-0.038710594,0.024253845
2,-0.06367886,0.011645317,-0.23868275
3,0.02908039,0.014547348,0.2822585
4,0.18664742,-0.11737251,-0.47096634
5,0.43044448,-0.2421875,-2.1481586
6,-0.93605447,4.2049456,3.2746482
7,-1.2643766,5.966608,3.9171147
8,-4.2190275,1.325881,2.708626
9,-2.2880802,-2.9766922,0.7494011
10,-0.13743377,-7.713579,0.73404235
11,2.1225226,-8.617611,-1.1791208
12,0.7886831,-6.175461,-1.9084175
13,0.78035563,2.017704,-1.4290514
14,2.0584898,7.582219,1.7342365
15,1.6254387,2.2653942,1.1882713
16,-5.305849,0.31579304,1.4394456
17,-3.5977902,4.1742725,0.59152955
18,-1.0175767,-0.9165411,1.337907
19,0.050443888,-5.53856,0.7714045
20,1.9993457,-6.966463,-1.4216728
21,0.6272571,-5.591965,-0.889928
22,0.35153127,0.7352619,-1.3310194
23,-2.1470091,7.3585386,-0.2695601
24,-2.2943285,2.5596838,1.1297584
25,-0.010243416,-0.15367603,-0.7786968
26,0.023403883,0.0034761429,0.053245544
27,-0.13641596,-0.04157734,0.04794216
28,0.30045152,-0.009792328,-0.18352556
29,-0.12059593,-0.09087467,0.14992619
