index,x,y,z
0,0.02456963,-0.16209126,0.037600517
1,-0.0016562939,0.004858494,-0.048331738
2,0.13169122,0.17006159,0.2485342
3,-0.4147147,3.2764893,3.7197523
4,-3.306018,1.9332829,6.183178
5,-0.7259468,-3.5177379,2.7278037
6,-0.16685855,-6.106947,0.082746744
7,2.0848494,-5.300166,-0.93253326
8,1.1529669,-3.0334997,-2.1433034
9,-0.50074375,5.4460297,-1.1017563
10,1.4603856,2.4237518,2.7296376
11,4.52518,0.14456558,0.6548686
12,-7.173877,1.4818106,0.8171959
13,-4.5066586,2.370988,4.693031
14,-1.3797535,-1.708446,1.594002
15,0.25179422,-5.130821,0.6240922
16,2.0807605,-6.2018723,-1.6362445
17,1.0117596,-3.872796,-2.0852032
18,-0.58986783,-0.089775085,0.14140987
19,-1.1054437,7.343199,0.31832457
20,-1.5251873,2.2924876,1.5930638
21,0.18313575,-0.58907986,-0.2988634
22,0.0496006,-0.37669086,0.33991194
23,-0.24393654,0.061831474,0.104952335
24,0.029285908,-0.11142635,-0.045320034
25,0.31427002,-0.22694874,0.17935896
26,-0.27596164,0.0032806396,-0.0095152855
27,0.14065814,-0.19619751,-0.12922335
