index,x,y,z
0,-0.06534171,-0.037035942,-0.15940619
1,-0.003471613,-0.0722723,0.037983894
2,0.035511136,-0.088562965,0.029885769
3,-0.05704367,-0.037358284,0.013430119
4,0.04527986,-0.09183788,0.01077342
5,-0.0070312023,0.016332626,-0.32686996
6,-0.4717499,0.68285656,-0.17607331
7,-1.03533,4.006955,3.5513408
8,-2.1440616,3.2110186,3.4976616
9,0.011138049,-1.8426805,4.3238993
10,2.2963347,-5.470984,3.2024353
11,6.233989,-6.960887,0.37215984
12,0.13140464,-3.8225904,-3.115998
13,-7.27979,-1.3573227,0.46385902
14,-6.0634584,1.8036051,0.63173676
15,-3.3454823,1.9707956,2.7258475
16,3.5460963,-1.3580084,1.1051646
17,5.893656,-2.6492634,-0.5946742
18,4.5653157,-4.2702975,-0.16971374
19,-0.024176002,-1.1389809,2.210347
20,-3.5612504,3.1847801,-1.797854
21,-2.293646,1.606842,-0.6480577
22,-0.91711354,0.7135515,-0.16589785
23,0.07334614,0.014338493,-0.28293014
24,0.14708686,-0.20001793,0.019070387
25,0.029696703,0.13656235,0.015894413
26,-0.17643332,-0.007902145,-0.10811472
27,-0.0018236637,-0.11026192,0.0033273697
28,0.010378838,-0.14144516,0.1180737
29,0.051387787,0.08159828,-0.034658432
30,0.027631521,-0.021626472,-0.101608515
