index,x,y,z
0,0.5233207,-0.1262188,0.65432787
1,0.825464,-0.19569111,0.44902515
2,0.63118315,-0.081409454,0.4118805
3,0.6055887,-0.16525936,0.32720327
4,0.49989295,-0.048018456,0.49825668
5,0.6405666,-0.061635017,0.48674154
6,0.6280868,-0.16405964,0.5903082
7,0.5447626,-0.075959206,0.19373178
8,0.6537025,-0.13569736,0.62567663
9,0.62139606,-0.19424534,0.5531707
10,0.5957823,-0.107115746,0.42077684
11,0.56584144,-0.05633259,0.25517845
12,0.7208719,-0.12885475,0.3692069
13,0.54775715,-0.03715515,0.4106536
14,0.52361083,-0.16625357,0.67994785
15,0.77661324,-0.16176176,0.54790545
16,0.48699498,0.023727417,0.28705978
17,0.8454416,-0.12701702,0.61763096
18,0.49012017,-0.056167603,0.4819584
19,0.1226449,0.14034271,0.23168087
20,-3.1469402,1.9471922,-2.5461311
21,-2.153209,-0.5394149,-4.1654367
22,0.3868922,-2.9882603,-3.0927632
23,5.5526648,-3.1710155,-3.0340657
24,6.0630364,-1.6726046,-0.4150672
25,4.8855367,-3.33532,3.3268576
26,1.1328478,-1.8628755,6.5125914
27,-9.508989,-3.5241349,6.0486174
28,-9.6254015,-4.993393,5.6109414
29,-8.937342,-9.603908,2.9059844
30,-2.178975,-5.3914685,-0.45346355
31,-1.7266445,-5.424604,-1.3398402
32,-1.589831,-6.3492017,-2.061133
33,2.2106082,-4.139653,-0.9489207
34,2.6901286,-1.8410802,0.13194323
35,2.0612934,-0.19673729,2.640575
36,0.7961149,0.1041584,0.13114977
37,0.5678153,-0.2849331,0.31654596
38,0.18298602,-0.006878853,-0.09957504
39,0.60974234,-0.21037579,0.33521414
40,0.67371887,-0.23380089,0.4846549
41,0.516348,-0.10682011,0.616941
