index,x,y,z
0,0.06441319,-0.039032936,-0.0023107529
1,-0.02538848,0.022459984,-0.14902568
2,-0.23084354,0.31321812,-0.61516094
3,-0.24437904,1.4073534,1.0652866
4,0.0774734,4.802166,3.7042477
5,-0.52245283,0.77941704,1.3708655
6,-1.9217892,-4.501638,1.0637172
7,1.5375891,-8.009464,-0.6702491
8,2.2100759,-5.428593,-0.9748322
9,0.6824894,-0.025734901,0.061103344
10,-2.1481287,6.78358,-0.052253723
11,-1.9990149,3.5574903,-0.50818753
12,-2.463741,0.957633,0.2984116
13,-0.9239812,-1.4018202,1.1520715
14,0.8530366,-1.9654408,0.22548366
15,-0.6715318,-1.3587675,-0.97778845
16,-2.3554287,-0.98255825,-0.5875344
17,-1.0583688,0.0303936,0.0230093
18,1.8554232,0.39635277,0.8824246
19,1.9880819,0.05563736,0.044895887
20,0.6112591,-0.08986473,0.16637397
21,-0.23860532,0.14285564,0.10628176
22,0.03459406,0.04205799,-0.13352966
23,-0.110381424,-0.02325344,-0.2081964
24,0.09893888,-0.088217735,0.26956344
25,0.038748264,0.012314796,0.08873749
26,-0.07352048,-0.04642868,-0.004067898
27,-0.008415043,-0.12606335,-0.096579075
