index,x,y,z
0,0.015901089,0.11837077,-0.17287922
1,0.05725956,0.13300705,-0.056567192
2,-0.0459795,0.20583725,-0.076340675
3,0.07777119,0.136662,-0.13857841
4,0.0306046,0.0812583,-0.05518627
5,-0.015191317,0.16021895,-0.23848629
6,0.10146356,0.19189835,0.0376997
7,0.10658646,0.110070705,0.08142948
8,-0.000120162964,0.045772314,-0.102641106
9,-0.031499386,0.09518504,0.008217812
10,0.17143488,0.09369779,0.08463955
11,-0.05138278,0.13477206,-0.27653503
12,0.059464455,0.24506044,-0.5942745
13,-0.030488014,0.28315067,1.0816431
14,0.18131137,-0.22604465,1.1332731
15,-1.7919443,1.1777272,5.851539
16,-5.2208242,-0.063835144,9.10833
17,1.5460931,-4.745677,2.8621206
18,0.49441063,-6.716546,-3.4020371
19,1.7450424,-4.473919,-1.2918739
20,1.019637,-0.80671215,-1.0432869
21,0.15976751,0.30566597,-0.4326551
22,-0.37457812,0.22392559,0.44199395
23,0.3670112,-0.110076904,0.032195568
24,0.17962062,-0.13074398,-0.3262775
25,0.18032432,-0.1196394,-0.002305746
26,0.0072780848,0.15339756,-0.22413373
27,0.1292212,-0.06754303,-0.055018187
28,0.48175222,-0.079901695,0.06664443
29,-0.13860571,0.041890144,-0.03548014
30,0.17739749,-0.069417,0.051840782
31,0.14465463,0.018882751,0.036305428
32,0.26610708,-0.11702919,0.018848062
33,0.14968479,0.013536453,0.021190882
34,0.055682063,-0.0659523,-0.11078763
35,0.14850104,0.072808266,-0.055689692
36,0.21595812,-0.02599144,-0.10555804
37,0.13373387,0.017066956,-0.06277776
