index,x,y,z
0,0.011511803,-0.26554966,-0.4107194
1,0.117801666,0.020568848,0.0037691593
2,0.19236174,-0.11273193,-0.15767705
3,0.43386847,0.12386513,0.062231302
4,0.4470287,0.04278183,0.21165466
5,0.28861403,-0.067542076,-0.09154785
6,0.27844366,0.06923294,0.18646705
7,0.18432623,-0.05277729,0.028134584
8,0.50512755,0.10551071,0.05615771
9,0.29074377,0.5815935,0.31324995
10,-0.0672012,1.5340624,0.5653888
11,1.5795481,1.8444853,1.4031782
12,-0.17071337,0.47742176,0.66243577
13,-0.091667,0.19552326,0.024061441
14,-1.2224011,-0.82775116,1.3701423
15,-1.4367449,-1.1524448,1.6748848
16,-0.99662787,0.85224915,-0.0861429
17,-2.7869463,-1.5847826,0.37505317
18,-3.602604,-3.7895684,-0.6751399
19,-1.6411453,-3.968885,1.0466624
20,1.1761982,-3.73939,-0.17879236
21,3.3366013,-1.1789856,-1.9708474
22,4.021947,-0.07151222,1.4379349
23,5.312481,3.474916,2.7231088
24,4.3508005,2.4411697,5.5646276
25,-3.6611476,3.27849,6.2442985
26,-7.1079273,0.091664314,4.6061206
27,-2.2956858,-3.4148164,1.9374036
28,-1.0066811,-4.578867,-0.3598197
29,1.7690806,-2.6754565,-0.53403085
30,1.8332002,-0.45330334,-0.5692903
31,1.679229,0.5191784,0.95499444
32,-0.09109211,-0.2086401,-0.05488336
33,0.19778037,-0.3499813,-0.49412167
34,0.3059634,0.067233086,0.09596074
35,0.08834851,0.030303955,0.11454761
36,0.18743026,-0.09667206,-0.06543541
37,0.37324572,-0.14671326,-0.019842148
