index,x,y,z
0,-0.49555635,1.236898,-0.8327923
1,-0.8341069,2.3671708,-0.2675476
2,-0.5635383,1.4479036,-1.9871068
3,-2.1438036,3.978036,1.7989964
4,-1.9015961,3.7095366,-1.0528762
5,-0.6032601,-4.433047,-0.42045808
6,0.75775665,-5.8642297,-3.0637527
7,1.282584,-4.4554534,-3.4505982
8,0.18876994,-3.1405287,-2.0697694
9,-0.82525134,-2.2412925,-2.6751385
10,0.12680826,3.008792,-1.8265219
11,-3.3826513,8.09151,-0.91784096
12,-3.1341264,5.8162346,3.050686
13,-1.4772288,5.396388,0.09992838
14,-1.4093692,-1.0518713,-1.5211346
15,-1.6590486,-5.3746095,-2.1240077
16,-2.709859,-3.5389252,-2.992327
17,-0.8606994,-0.8620491,-3.6365895
18,-1.3017564,0.17928123,-2.1927242
19,-1.7715038,-0.008674622,-1.9054437
20,-1.7395065,0.20452213,-2.2929442
21,-1.912177,-0.052682877,-2.4664516
