index,x,y,z
0,-0.23836854,0.09958553,-0.2784803
1,-0.114456,-0.051319122,-0.20043659
2,0.04374343,0.010134697,-0.40208673
3,-0.19782883,-0.05516243,-0.14138913
4,0.2141,-0.12698841,-0.26605272
5,0.88315886,-0.28016853,-0.116469264
6,2.0075278,0.40165234,0.32255244
7,4.911538,-0.008333206,2.7805123
8,-0.9329107,-0.93844604,1.3573505
9,-1.148644,-1.6962523,0.51186955
10,-3.8655899,-0.5551014,-1.3376229
11,-6.742245,-0.29976654,-0.62486297
12,-1.265895,-1.3045721,-0.02491939
13,4.4676394,-0.6683512,-0.3275898
14,1.1040611,-4.2821503,-0.70908725
15,2.389784,-3.5280719,-1.348283
16,-2.470597,5.612995,0.18240643
17,0.7779511,3.5824661,2.4767666
18,-0.37336123,-0.45334578,-0.8281832
19,0.016753554,0.10497713,-0.52379847
20,-0.25665176,0.47756195,0.1161747
21,-0.27525747,0.1519804,-0.5911336
22,-0.18814123,0.038952827,-0.11461067
