index,x,y,z
0,0.055381477,-0.03674698,-0.0998199
1,0.09386033,-0.06977081,-0.24712658
2,-0.05151266,-0.0072011948,-0.24574423
3,0.15605521,-0.030884743,-0.08245742
4,-0.072393,0.0016403198,-0.12232125
5,0.12919188,-0.009410858,-0.29499018
6,-0.078805745,0.02653122,-0.1785301
7,0.1398564,-0.037456512,0.04183495
8,0.0105570555,0.014446259,-0.16103339
9,0.03292066,-0.05930519,-0.16098249
10,0.07437253,-0.10597229,-0.14448881
11,-0.0022526383,0.0008621216,-0.022628665
12,0.034776032,-0.019825935,-0.15908587
13,-0.09290087,-0.013494492,-0.03962946
14,0.14931816,-0.096346855,-0.1502943
15,-0.05836469,0.03271103,-0.09371221
16,0.07183862,-0.025356293,-0.033502698
17,0.26597464,-0.54820824,-0.19719386
18,0.80294776,-5.869359,0.95678675
19,6.4169216,-7.045909,0.99980426
20,0.58664083,0.32095814,0.37926245
21,-8.689963,7.2228465,10.827129
22,-0.58138895,3.33664,3.3961997
23,2.4590244,-1.0096364,0.47386074
24,-3.214167,-2.1878457,-0.84966135
25,-2.818244,-0.66022015,-0.091263294
26,-0.46613932,0.00029468536,-0.21694517
27,0.3964069,0.021161556,0.09975338
28,-0.17351103,0.038516045,-0.25376558
29,0.0023314953,-0.03824711,-0.15151978
30,-0.012069702,0.044924736,0.00846529
31,-0.014658928,-0.06130886,-0.14023066
32,-0.061351776,-0.0069503784,-0.05476141
33,-0.07871866,-0.0814271,-0.019925117
34,0.0037677288,-0.061177254,-0.16782427
35,-0.09815836,0.00011587143,-0.027027607
36,-0.0997448,-0.20932245,-0.23707628
37,-0.14803481,0.015534878,0.104326725
38,-0.054979324,-0.052350998,-0.1539278
39,-0.04753518,-0.031147957,-0.08087492
40,-0.03820634,-0.046642303,-0.005613804
41,-0.028491259,-0.07462978,-0.018879414
42,-0.086984396,-0.08271313,0.041271687
43,-0.04503894,-0.05702305,-0.07277155
