index,x,y,z
0,-0.032868028,-0.065592766,0.081625104
1,0.07018578,-0.05482292,0.089126825
2,0.11723435,-0.12596798,-0.033798337
3,0.011175752,-0.005730629,0.16428137
4,-0.013174534,-0.10609436,-0.055853486
5,0.048200607,-0.085124016,0.07190478
6,0.36333025,-0.26384544,-0.7224356
7,0.52210563,1.5451965,-0.829841
8,-1.8388461,6.93908,2.410254
9,-2.1514544,1.4306269,3.2504377
10,0.623057,-2.919877,3.210649
11,7.5191755,-10.307216,2.7761958
12,-4.568699,-5.646673,-1.6730429
13,-10.275152,1.7942514,-2.203841
14,3.7131946,4.8761816,0.76310223
15,5.8267,1.7857332,3.5645723
16,4.351944,-1.6173859,2.17731
17,1.9417198,-6.159444,3.0423002
18,-5.1732135,-3.4984155,-1.3983928
19,-7.6681523,-0.2569027,-2.0194495
20,-6.3512106,2.7318754,1.538645
21,6.7671113,3.0563917,4.8688474
22,3.6668124,-0.708025,0.4666164
23,-0.86428,-0.4195652,-0.8056073
24,-0.3489492,0.5065212,0.04424119
25,0.4251411,-0.110957146,0.1706407
26,-0.1190424,-0.024681091,-0.116827965
27,-0.055313468,-0.043920517,0.26517248
28,-0.14138627,-0.20421982,-0.082449436
29,-0.017536044,-0.014715195,0.0831399
30,0.13310134,-0.009584427,0.22045755
31,0.022671103,-0.1399746,0.0057783127
32,-0.0026054382,-0.055939674,0.12228131
33,-0.024276018,0.046489716,0.24526024
34,0.02227366,-0.07855511,0.07051897
35,0.048785686,-0.099077225,0.04868841
36,0.011601567,-0.025600433,0.051728725
37,0.01864028,-0.106458664,0.11084604
