index,x,y,z
0,-0.04940009,-0.08624649,-0.002603531
1,-0.21335292,-0.086031914,0.26384503
2,-0.052685976,-0.007074356,-0.24819006
3,-0.1373713,-0.116104126,0.2824567
4,-0.046833992,-0.13075542,-0.085475445
5,-0.02371645,0.0049066544,0.08676839
6,-0.19848204,0.46975327,0.30061483
7,-1.3077912,1.6549091,0.954121
8,-3.2325912,-0.15683079,0.48810226
9,-3.847917,-1.5790787,-1.2084911
10,-3.1063712,-1.7993007,-1.3502234
11,-3.5558257,-1.5343294,-1.4059664
12,-1.6491776,-1.7144446,-1.2994254
13,2.153853,-1.4106717,-2.369273
14,4.133103,-1.2538118,0.24345303
15,4.114839,-1.8291459,3.944107
16,2.2149055,-0.8145642,1.9221959
17,0.6973579,0.024647713,3.4174533
18,-0.31929755,-1.3751273,3.1305008
19,-1.8593214,-2.3886046,3.2631164
20,-1.6127139,-2.0119061,0.25379038
21,-0.70005774,-2.2746449,-0.33263302
22,-1.0343702,-1.4598284,-0.62067866
23,-2.1153712,-1.8129816,-0.36643112
24,-1.1267638,-0.39779472,-1.0103769
25,-2.4469328,-0.0077147484,-1.966756
26,-2.615623,-0.01953888,-0.537277
27,-3.8545885,1.6431594,1.6972785
28,-1.555234,0.19277143,4.8163586
29,2.5709674,-1.3837976,1.9249649
30,3.0213916,-1.3621545,0.4179659
31,1.8012508,-0.1275301,0.3263402
32,0.26749754,0.011374474,0.44368267
33,-0.5559671,-0.25709438,-0.62814116
34,-0.34144282,-0.005253792,-0.17294407
35,-0.24430585,0.09881401,0.20365572
36,-0.40457392,-0.20641041,-0.43233633
37,-0.119897366,-0.15671444,-0.33016706
38,-0.31486964,-0.09258938,-0.073246
39,-0.119773865,-0.12281513,0.054857254
40,0.11890507,-0.045048714,-0.041533947
41,-0.123039246,-0.10596752,-0.09280896
42,-0.26900768,-0.016934395,0.09942722
43,-0.38824987,-0.12825394,0.11603832
44,0.20735312,0.0104112625,0.2926464
45,-0.23975801,-0.22947693,-0.29220104
46,0.21516442,-0.048412323,0.31912065
47,-0.35401988,-0.19525242,-0.062431812
48,-0.29357886,-0.103279114,-0.24631381
49,-0.13499308,-0.021877289,-0.016129255
50,-0.15995312,-0.14235783,-0.023279428
51,-0.05102396,-0.024785995,0.037900925
52,-0.085468054,-0.035796165,0.03761673
53,-0.1901977,-0.16883087,-0.02352333
54,-0.318388,-0.05646515,-0.18980837
55,0.045402765,-0.058013916,0.16203499
56,-0.2203672,-0.054376602,-0.046245098
57,-0.12830591,-0.15264225,-0.123478174
58,-0.20138884,-0.08766556,0.021923065
59,-0.13136005,-0.025071144,0.035025597
60,-0.07999778,-0.11902237,-0.10904789
61,-0.018824339,-0.0906477,-0.018519878
62,-0.28433776,-0.059078217,-0.024222374
63,0.09823656,-0.115903854,-0.118088484
